,EURUSD Curncy,JPYUSD Curncy,GBPUSD Curncy,CHFUSD Curncy,CADUSD Curncy,AUDUSD Curncy,HKDUSD Curncy,NOKUSD Curncy,SEKUSD Curncy
29/01/1975,1.3461,0.003363,2.37,0.3985,1.0034,1.3395,#N/A N/A,0.1971,0.248998
30/01/1975,1.3481,0.003358,2.3765,0.401,1.0017,1.3375,#N/A N/A,0.198,0.248998
31/01/1975,1.3472,0.003356,2.3825,0.4007,1.0005,1.336,#N/A N/A,0.1975,0.249097
03/02/1975,1.3423,0.003362,2.375,0.3968,1.0001,1.34,#N/A N/A,0.1986,0.250401
04/02/1975,1.3301,0.003366,2.369,0.3925,1.0009,1.3375,#N/A N/A,0.1962,0.246299
05/02/1975,1.331,0.003364,2.368,0.3936,1.0011,1.3345,#N/A N/A,0.1958,0.246002
06/02/1975,1.3342,0.003367,2.371,0.3956,1.0009,1.3345,#N/A N/A,0.1968,0.246901
07/02/1975,1.3374,0.003383,2.374,0.3967,0.9992,1.337,#N/A N/A,0.1971,0.247997
10/02/1975,1.3439,0.00342,2.3875,0.3995,0.9974,1.343,#N/A N/A,0.1966,0.249401
11/02/1975,1.3445,0.003429,2.384,0.399,0.9974,1.3455,#N/A N/A,0.1982,0.249501
12/02/1975,1.3464,0.003429,2.384,0.399,0.9974,#N/A N/A,#N/A N/A,0.1982,0.249501
13/02/1975,1.3545,0.003415,2.3895,0.4045,0.9977,1.3455,#N/A N/A,0.2001,0.250501
14/02/1975,1.3547,0.00341,2.3905,0.4052,0.9979,1.3475,#N/A N/A,0.2,0.251301
17/02/1975,1.3585,0.00341,2.3905,0.4052,0.9979,#N/A N/A,#N/A N/A,0.2,0.251301
18/02/1975,1.3576,0.003409,2.3933,0.4053,0.9979,1.3475,#N/A N/A,0.1997,0.251902
19/02/1975,1.3559,0.00343,2.398,0.4032,0.9977,1.3475,#N/A N/A,0.1999,0.2518
20/02/1975,1.3631,0.003435,2.4005,0.408,0.9984,1.35,#N/A N/A,0.2,0.253299
21/02/1975,1.3641,0.003454,2.4027,0.4083,0.9999,1.352,#N/A N/A,0.2013,0.253402
24/02/1975,1.3733,0.003498,2.4195,0.4114,0.9997,1.355,#N/A N/A,0.202,0.2552
25/02/1975,1.3691,0.003497,2.416,0.4124,1.0026,1.359,#N/A N/A,0.2023,0.2552
26/02/1975,1.3782,0.003501,2.426,0.4154,1.0034,1.3605,#N/A N/A,0.2032,0.2552
27/02/1975,1.3841,0.003498,2.4305,0.4175,1.0021,1.364,#N/A N/A,0.204,0.256102
28/02/1975,1.3847,0.003491,2.43,0.4161,1.0018,1.364,#N/A N/A,0.204,0.256502
03/03/1975,1.3862,0.003504,2.4318,0.4163,1.0014,1.364,#N/A N/A,0.205,0.258598
04/03/1975,1.3787,0.003513,2.4285,0.4094,1.0022,1.364,#N/A N/A,0.2047,0.257102
05/03/1975,1.3801,0.003506,2.4315,0.4104,1.0022,1.3655,#N/A N/A,0.2046,0.2562
06/03/1975,1.3744,0.0035,2.428,0.4094,1.0018,1.365,#N/A N/A,0.2045,0.256601
07/03/1975,1.3615,0.003497,2.411,0.4042,1.0008,1.363,#N/A N/A,0.2028,0.254298
10/03/1975,1.3622,0.003494,2.4055,0.4047,0.9996,1.355,#N/A N/A,0.201,0.252998
11/03/1975,1.3719,0.003495,2.42,0.4048,0.9972,1.3575,#N/A N/A,0.2039,0.255102
12/03/1975,1.3628,0.003481,2.409,0.4022,0.9993,1.3605,#N/A N/A,0.203,0.254001
13/03/1975,1.3644,0.003462,2.415,0.4015,0.9996,1.3565,#N/A N/A,0.2026,0.253498
14/03/1975,1.3682,0.003471,2.418,0.402,1.0001,1.356,#N/A N/A,0.2038,0.252998
17/03/1975,1.3687,0.00349,2.4187,0.4017,0.9996,1.357,#N/A N/A,0.2029,0.254298
18/03/1975,1.374,0.003482,2.4255,0.405,0.9996,1.36,#N/A N/A,0.2037,0.2555
19/03/1975,1.3776,0.00347,2.4282,0.4063,1.0006,1.361,#N/A N/A,0.2044,0.256397
20/03/1975,1.3729,0.003482,2.4237,0.4035,0.9999,1.3595,#N/A N/A,0.2034,0.254803
21/03/1975,1.3686,0.003479,2.4215,0.4012,1.0002,1.3595,#N/A N/A,0.204,0.254803
24/03/1975,1.3648,0.003475,2.4167,0.3986,0.9996,1.3595,#N/A N/A,0.2039,0.254401
25/03/1975,1.3631,0.003448,2.4145,0.3987,0.9983,1.356,#N/A N/A,0.203,0.254602
26/03/1975,1.36,0.003442,2.412,0.3965,0.9983,1.355,#N/A N/A,0.2037,0.254201
27/03/1975,1.3561,0.003424,2.404,0.3932,0.9969,1.351,#N/A N/A,0.2032,0.253101
28/03/1975,#N/A N/A,0.003419,2.408,0.3938,0.9967,1.351,#N/A N/A,0.2032,0.253203
31/03/1975,#N/A N/A,0.003401,2.406,0.394,0.9965,1.351,#N/A N/A,0.2037,0.254401
01/04/1975,1.3604,0.003438,2.408,0.3968,0.9977,1.346,#N/A N/A,0.2028,0.253498
02/04/1975,1.3607,0.00343,2.408,0.3947,0.9977,1.35,#N/A N/A,0.2035,0.2549
03/04/1975,1.3559,0.003421,2.4022,0.3938,0.997,1.349,#N/A N/A,0.203,0.253402
04/04/1975,1.3455,0.003422,2.3903,0.39,0.996,1.349,#N/A N/A,0.2019,0.253402
07/04/1975,1.3463,0.003425,2.3801,0.3919,0.9949,1.343,#N/A N/A,0.2019,0.252099
08/04/1975,1.3504,0.003426,2.3811,0.3924,0.9926,1.3425,#N/A N/A,0.2016,0.2522
09/04/1975,1.3497,0.003426,2.3768,0.3912,0.9946,1.344,#N/A N/A,0.2018,0.2525
10/04/1975,1.341,0.003427,2.3615,0.3881,0.9928,1.343,#N/A N/A,0.2005,0.25
11/04/1975,1.3425,0.003435,2.365,0.3891,0.9919,1.34,#N/A N/A,0.2006,0.250998
14/04/1975,1.3385,0.003433,2.3559,0.3877,0.9908,1.341,#N/A N/A,0.1993,0.249302
15/04/1975,1.3434,0.003437,2.3665,0.3892,0.9893,1.3295,#N/A N/A,0.1998,0.2501
16/04/1975,1.3448,0.003432,2.3655,0.3896,0.9889,1.341,#N/A N/A,0.1997,0.250897
17/04/1975,1.3454,0.003428,2.37,0.3894,0.985,1.341,#N/A N/A,0.1997,0.250897
18/04/1975,1.3459,0.003427,2.3745,0.3891,0.9832,1.342,#N/A N/A,0.1999,0.251402
21/04/1975,1.3439,0.003415,2.3624,0.3891,0.9855,1.342,#N/A N/A,0.1995,0.250998
22/04/1975,1.3464,0.003415,2.3545,0.3901,0.9862,1.339,#N/A N/A,0.1997,0.250998
23/04/1975,1.3552,0.003416,2.369,0.3925,0.9839,1.3395,#N/A N/A,0.2001,0.252698
24/04/1975,1.3536,0.003415,2.3595,0.3922,0.985,1.343,#N/A N/A,0.2001,0.252398
25/04/1975,1.3481,0.003405,2.352,0.3893,0.9833,1.3375,#N/A N/A,0.1988,0.250998
28/04/1975,1.345,0.003395,2.346,0.3895,0.9815,1.339,#N/A N/A,0.1984,0.2503
29/04/1975,1.3503,0.003403,2.356,0.391,0.9821,1.336,#N/A N/A,0.1991,0.251598
30/04/1975,1.3525,0.003422,2.351,0.3909,0.981,1.3385,#N/A N/A,0.199,0.251902
01/05/1975,1.353,0.003423,2.3482,0.391,0.9796,1.3375,#N/A N/A,0.199,0.251902
02/05/1975,1.3504,0.003444,2.3368,0.3907,0.9794,1.34,#N/A N/A,0.1991,0.250998
05/05/1975,1.3554,0.003443,2.3405,0.3922,0.9732,1.34,#N/A N/A,0.1997,0.252398
06/05/1975,1.3567,0.003432,2.3385,0.3928,0.9741,1.3415,#N/A N/A,0.1999,0.2525
07/05/1975,1.3613,0.003434,2.3379,0.3954,0.9747,1.3405,#N/A N/A,0.1998,0.253101
08/05/1975,1.3682,0.003432,2.3408,0.3992,0.9741,1.3415,#N/A N/A,0.2028,0.254998
09/05/1975,1.3648,0.003431,2.317,0.3985,0.9723,1.3425,#N/A N/A,0.202,0.254001
12/05/1975,1.3641,0.003433,2.299,0.3983,0.9723,1.3375,#N/A N/A,0.2021,0.254201
13/05/1975,1.3755,0.003431,2.3065,0.4039,0.9723,1.3365,#N/A N/A,0.2042,0.255297
14/05/1975,1.3723,0.003427,2.308,0.4035,0.9723,1.3405,#N/A N/A,0.204,0.255297
15/05/1975,1.3618,0.003429,2.3005,0.3971,0.9723,1.3405,#N/A N/A,0.2023,0.253801
16/05/1975,1.3643,0.00343,2.3023,0.3966,0.9723,1.3375,#N/A N/A,0.2021,0.253801
19/05/1975,1.368,0.003427,2.303,0.3971,0.9723,1.338,#N/A N/A,0.2024,0.254803
20/05/1975,1.3676,0.003422,2.3038,0.3979,0.9702,1.3385,#N/A N/A,0.2024,0.254001
21/05/1975,1.3751,0.003424,2.3145,0.4008,0.9739,1.3385,#N/A N/A,0.2026,0.2552
22/05/1975,1.3786,0.003426,2.327,0.403,0.9698,1.342,#N/A N/A,0.2031,0.255997
23/05/1975,1.3776,0.003436,2.3265,0.4031,0.9729,1.3435,#N/A N/A,0.203,0.255297
26/05/1975,#N/A N/A,0.003436,2.3265,0.4031,0.9729,#N/A N/A,#N/A N/A,0.203,0.255297
27/05/1975,1.3784,0.003433,2.3265,0.4038,0.9729,1.344,#N/A N/A,0.2027,0.255598
28/05/1975,1.3791,0.00344,2.32,0.4029,0.973,1.3435,#N/A N/A,0.2029,0.2558
29/05/1975,1.3748,0.003432,2.3165,0.4013,0.9737,1.343,#N/A N/A,0.2029,0.255402
30/05/1975,1.3708,0.00343,2.316,0.3997,0.9777,1.3405,#N/A N/A,0.2025,0.254298
02/06/1975,1.3714,0.003431,2.32,0.4003,0.9756,1.341,#N/A N/A,0.2027,0.254602
03/06/1975,1.3767,0.003436,2.3203,0.402,0.9732,1.342,#N/A N/A,0.2035,0.2558
04/06/1975,1.3742,0.003433,2.318,0.4006,0.9727,1.342,#N/A N/A,0.204,0.255402
05/06/1975,1.3746,0.003422,2.3225,0.4009,0.9747,1.3415,#N/A N/A,0.2037,0.2552
06/06/1975,1.3731,0.003427,2.3197,0.3995,0.9751,1.3415,#N/A N/A,0.2039,0.255402
09/06/1975,1.3712,0.003427,2.317,0.3989,0.9738,1.3405,#N/A N/A,0.203,0.254097
10/06/1975,1.3734,0.003426,2.316,0.3999,0.9747,1.34,#N/A N/A,0.2036,0.254998
11/06/1975,1.3765,0.003426,2.2815,0.4013,0.9769,1.338,#N/A N/A,0.2045,0.2558
12/06/1975,1.3774,0.003419,2.2775,0.4019,0.975,1.336,#N/A N/A,0.2051,0.256299
13/06/1975,1.3757,0.003417,2.2835,0.4015,0.9756,1.3365,#N/A N/A,0.2049,0.255997
16/06/1975,1.3778,0.0034,2.275,0.4028,0.9747,1.3365,#N/A N/A,0.2051,0.2562
17/06/1975,1.3789,0.003408,2.272,0.4029,0.9748,1.336,#N/A N/A,0.2047,0.256799
18/06/1975,1.3753,0.0034,2.2729,0.4015,0.9759,1.3345,#N/A N/A,0.2048,0.255702
19/06/1975,1.374,0.0034,2.2735,0.4011,0.9746,1.334,#N/A N/A,0.2045,0.254998
20/06/1975,1.3748,0.003402,2.273,0.401,0.9747,1.333,#N/A N/A,0.2044,0.2558
23/06/1975,1.3716,0.003393,2.2715,0.4003,0.9739,1.3335,#N/A N/A,0.2037,0.2549
24/06/1975,1.371,0.003386,2.257,0.4004,0.9753,1.332,#N/A N/A,0.2034,0.2549
25/06/1975,1.3719,0.003367,2.2565,0.4007,0.974,1.329,#N/A N/A,0.2037,0.255297
26/06/1975,1.3702,0.003381,2.241,0.401,0.9734,1.3285,#N/A N/A,0.2037,0.254998
27/06/1975,1.3663,0.003378,2.225,0.4,0.9706,1.3265,#N/A N/A,0.2031,0.254498
30/06/1975,1.3622,0.003382,2.1935,0.3996,0.9703,1.3235,#N/A N/A,0.2025,0.254097
01/07/1975,1.3576,0.003382,2.209,0.3981,0.971,1.3195,#N/A N/A,0.2015,0.253299
02/07/1975,1.3461,0.003384,2.1995,0.3946,0.9707,1.3215,#N/A N/A,0.1994,0.250998
03/07/1975,1.3441,0.003385,2.1945,0.394,0.9721,1.32,#N/A N/A,0.1983,0.2501
04/07/1975,1.3425,0.003385,2.1945,0.394,0.9721,#N/A N/A,#N/A N/A,0.1983,0.2501
07/07/1975,1.3358,0.003384,2.186,0.3906,0.9696,1.3175,#N/A N/A,0.1978,0.249097
08/07/1975,1.3392,0.003382,2.1945,0.3921,0.9682,1.3165,#N/A N/A,0.1985,0.249302
09/07/1975,1.3407,0.003379,2.206,0.3917,0.9699,1.3175,#N/A N/A,0.1988,0.2499
10/07/1975,1.3314,0.003377,2.1985,0.3891,0.9715,1.317,#N/A N/A,0.197,0.247402
11/07/1975,1.3243,0.003377,2.1995,0.388,0.9705,1.316,#N/A N/A,0.1968,0.245797
14/07/1975,1.3189,0.00338,2.1915,0.3873,0.9713,1.314,#N/A N/A,0.1949,0.244499
15/07/1975,1.3187,0.00338,2.1825,0.3862,0.9718,1.3135,#N/A N/A,0.1944,0.243998
16/07/1975,1.3077,0.003378,2.185,0.384,0.9695,1.309,#N/A N/A,0.1915,0.241902
17/07/1975,1.3026,0.003375,2.1792,0.3814,0.9716,1.309,#N/A N/A,0.1907,0.2402
18/07/1975,1.2969,0.003376,2.175,0.3788,0.9699,1.3065,#N/A N/A,0.1907,0.239699
21/07/1975,1.2903,0.003377,2.1755,0.3782,0.9699,1.305,#N/A N/A,0.1891,0.238498
22/07/1975,1.292,0.003373,2.178,0.3774,0.9698,1.3035,#N/A N/A,0.189,0.237999
23/07/1975,1.2791,0.003369,2.18,0.3735,0.969,1.3025,#N/A N/A,0.1878,0.236401
24/07/1975,1.2786,0.00336,2.1785,0.3743,0.9685,1.301,#N/A N/A,0.1877,0.235999
25/07/1975,1.2816,0.003371,2.1785,0.3758,0.9688,1.3,#N/A N/A,0.1879,0.236698
28/07/1975,1.2728,0.003358,2.176,0.3726,0.9685,1.302,#N/A N/A,0.1861,0.235001
29/07/1975,1.2689,0.003363,2.1755,0.3714,0.9691,1.298,#N/A N/A,0.1857,0.234099
30/07/1975,1.2649,0.003362,2.163,0.37,0.9705,1.2985,#N/A N/A,0.185,0.232899
31/07/1975,1.2637,0.003359,2.154,0.3708,0.9692,1.3,#N/A N/A,0.1845,0.233002
01/08/1975,1.2636,0.003357,2.1475,0.3706,0.9694,1.295,#N/A N/A,0.1838,0.232899
04/08/1975,1.2642,0.003356,2.1415,0.3723,0.9695,1.2935,#N/A N/A,0.1837,0.2331
05/08/1975,1.2705,0.003356,2.1405,0.3751,0.9693,1.2925,#N/A N/A,0.1854,0.234302
06/08/1975,1.2657,0.003355,2.128,0.3733,0.9685,1.293,#N/A N/A,0.1839,0.232401
07/08/1975,1.258,0.003356,2.104,0.3711,0.9659,1.29,#N/A N/A,0.183,0.231498
08/08/1975,1.2596,0.00336,2.104,0.372,0.9657,1.2865,#N/A N/A,0.1834,0.232002
11/08/1975,1.2572,0.003358,2.102,0.372,0.9639,1.281,#N/A N/A,0.1823,0.231401
12/08/1975,1.2571,0.003355,2.1035,0.3718,0.9645,1.2745,#N/A N/A,0.1825,0.231102
13/08/1975,1.2585,0.003356,2.1075,0.3728,0.9642,1.2745,#N/A N/A,0.1827,0.231599
14/08/1975,1.2606,0.003356,2.108,0.3762,0.9637,1.277,#N/A N/A,0.1827,0.232002
15/08/1975,1.2615,0.003356,2.108,0.3747,0.9622,1.2775,#N/A N/A,0.1832,0.232401
18/08/1975,1.2634,0.003354,2.108,0.3754,0.9615,1.277,#N/A N/A,0.1831,0.232499
19/08/1975,1.2687,0.003355,2.1175,0.3758,0.963,1.2775,#N/A N/A,0.1837,0.233198
20/08/1975,1.2663,0.003356,2.119,0.3741,0.9641,1.28,#N/A N/A,0.1837,0.233198
21/08/1975,1.266,0.003357,2.111,0.3743,0.964,1.279,#N/A N/A,0.1836,0.232401
22/08/1975,1.2645,0.003356,2.106,0.3735,0.9662,1.278,#N/A N/A,0.1834,0.232401
25/08/1975,#N/A N/A,0.003355,2.1055,0.3725,0.9682,1.277,#N/A N/A,0.1823,0.229901
26/08/1975,1.2609,0.003354,2.109,0.3732,0.9656,1.276,#N/A N/A,0.1826,0.230197
27/08/1975,1.2604,0.003356,2.1105,0.3736,0.9663,1.277,#N/A N/A,0.1822,0.229901
28/08/1975,1.2596,0.003355,2.1095,0.3729,0.9676,1.277,#N/A N/A,0.1819,0.2293
29/08/1975,1.2582,0.003356,2.11,0.3725,0.9686,1.277,#N/A N/A,0.1807,0.228901
01/09/1975,1.2558,0.003356,2.11,0.3725,0.9686,#N/A N/A,#N/A N/A,0.1807,0.228901
02/09/1975,1.2568,0.003356,2.109,0.3726,0.9695,1.2755,#N/A N/A,0.1805,0.228399
03/09/1975,1.2601,0.003358,2.112,0.374,0.9707,1.2765,#N/A N/A,0.1817,0.2295
04/09/1975,1.2571,0.003357,2.1085,0.3728,0.9704,1.2775,#N/A N/A,0.181,0.228598
05/09/1975,1.2563,0.003356,2.109,0.3726,0.9719,1.2765,#N/A N/A,0.1808,0.228498
08/09/1975,1.2564,0.003356,2.111,0.3727,0.9731,1.2765,#N/A N/A,0.181,0.228598
09/09/1975,1.2575,0.003355,2.1095,0.3727,0.9744,1.277,#N/A N/A,0.1814,0.229001
10/09/1975,1.2542,0.003356,2.1105,0.3721,0.9732,1.282,#N/A N/A,0.1805,0.2283
11/09/1975,1.253,0.003355,2.11,0.3714,0.9721,1.275,#N/A N/A,0.1804,0.227998
12/09/1975,1.2509,0.003355,2.1065,0.3706,0.974,1.276,#N/A N/A,0.1797,0.2272
15/09/1975,1.2494,0.003355,2.1055,0.3706,0.9739,1.275,#N/A N/A,0.1794,0.226598
16/09/1975,1.2416,0.003355,2.0905,0.3685,0.9752,1.2745,#N/A N/A,0.1783,0.224502
17/09/1975,1.2355,0.003352,2.081,0.3672,0.9753,1.2705,#N/A N/A,0.1777,0.223
18/09/1975,1.2324,0.003328,2.0785,0.3672,0.9773,1.2685,#N/A N/A,0.1772,0.222499
19/09/1975,1.2299,0.003316,2.08,0.3675,0.9761,1.267,#N/A N/A,0.1773,0.222499
22/09/1975,1.2209,0.003301,2.071,0.366,0.9767,1.2625,#N/A N/A,0.1755,0.221401
23/09/1975,1.2129,0.003297,2.044,0.3663,0.9784,1.258,#N/A N/A,0.1745,0.219901
24/09/1975,1.2173,0.003299,2.0445,0.3667,0.9771,1.254,#N/A N/A,0.1754,0.220902
25/09/1975,1.2234,0.003304,2.047,0.3668,0.9758,1.255,#N/A N/A,0.1761,0.223
26/09/1975,1.2192,0.003314,2.0445,0.3642,0.9758,1.2555,#N/A N/A,0.176,0.221401
29/09/1975,1.2146,0.003298,2.0365,0.3632,0.9755,1.2555,#N/A N/A,0.1751,0.220999
30/09/1975,1.2243,0.003302,2.043,0.3643,0.9754,1.2535,#N/A N/A,0.1757,0.222301
01/10/1975,1.2361,0.003305,2.04,0.3687,0.9753,1.2555,#N/A N/A,0.1774,0.225002
02/10/1975,1.2367,0.003304,2.0385,0.3698,0.976,1.259,#N/A N/A,0.1778,0.224598
03/10/1975,1.229,0.0033,2.0375,0.3672,0.9758,1.257,#N/A N/A,0.177,0.2231
06/10/1975,1.2361,0.003299,2.043,0.3691,0.9749,1.2565,#N/A N/A,0.1781,0.224699
07/10/1975,1.2419,0.003301,2.0415,0.3708,0.9743,1.258,#N/A N/A,0.1793,0.225601
08/10/1975,1.2385,0.003299,2.043,0.3704,0.9742,1.2585,#N/A N/A,0.1785,0.2252
09/10/1975,1.2418,0.0033,2.0475,0.3717,0.9747,1.259,#N/A N/A,0.179,0.226301
10/10/1975,1.2517,0.003301,2.058,0.376,0.9752,1.26,#N/A N/A,0.1809,0.228498
13/10/1975,1.2571,0.003301,2.058,0.376,0.9752,#N/A N/A,#N/A N/A,0.1809,0.228498
14/10/1975,1.2449,0.003304,2.0475,0.3728,0.9738,1.264,#N/A N/A,0.1803,0.226301
15/10/1975,1.2546,0.003301,2.0555,0.3757,0.9707,1.261,#N/A N/A,0.1808,0.228498
16/10/1975,1.259,0.003301,2.0555,0.378,0.9718,1.2625,#N/A N/A,0.1823,0.2292
17/10/1975,1.2566,0.003303,2.0575,0.3772,0.9717,1.263,#N/A N/A,0.1818,0.2283
20/10/1975,1.2564,0.003306,2.061,0.3779,0.9721,1.263,#N/A N/A,0.1824,0.2291
21/10/1975,1.2583,0.003321,2.061,0.3791,0.9723,1.2645,#N/A N/A,0.1831,0.2293
22/10/1975,1.2633,0.003316,2.0745,0.3806,0.9739,1.267,#N/A N/A,0.1833,0.2297
23/10/1975,1.2612,0.003313,2.0665,0.3796,0.9771,1.2685,#N/A N/A,0.183,0.2294
24/10/1975,1.261,0.003315,2.0695,0.3799,0.9785,1.266,#N/A N/A,0.1829,0.2293
27/10/1975,1.2587,0.003316,2.069,0.3793,0.9785,1.267,#N/A N/A,0.1822,0.2292
28/10/1975,1.2572,0.003317,2.066,0.378,0.9804,1.2665,#N/A N/A,0.1823,0.228901
29/10/1975,1.2572,0.003316,2.068,0.379,0.9798,1.2665,#N/A N/A,0.1817,0.229001
30/10/1975,1.2634,0.003315,2.072,0.3804,0.9787,1.2665,#N/A N/A,0.1823,0.229801
31/10/1975,1.2636,0.003314,2.078,0.381,0.9828,1.2685,#N/A N/A,0.1831,0.230102
03/11/1975,1.2641,0.003314,2.0745,0.3812,0.9841,1.27,#N/A N/A,0.1831,0.230399
04/11/1975,1.2612,0.003314,2.0745,0.3812,0.9841,#N/A N/A,#N/A N/A,0.1831,0.230399
05/11/1975,1.2566,0.003313,2.0645,0.3783,0.9832,1.2675,#N/A N/A,0.1819,0.228598
06/11/1975,1.2602,0.003314,2.0685,0.3799,0.9835,1.266,#N/A N/A,0.1826,0.2293
07/11/1975,1.2598,0.003314,2.0655,0.3796,0.984,1.2675,#N/A N/A,0.1822,0.2293
10/11/1975,1.2591,0.003308,2.066,0.3794,0.9848,1.266,#N/A N/A,0.1821,0.2292
11/11/1975,1.2571,0.003308,2.066,0.3794,0.9848,#N/A N/A,#N/A N/A,0.1821,0.2292
12/11/1975,1.2582,0.003312,2.0635,0.3791,0.9875,1.26,#N/A N/A,0.182,0.229001
13/11/1975,1.2555,0.003309,2.053,0.3776,0.988,1.266,#N/A N/A,0.1818,0.229001
14/11/1975,1.2486,0.003305,2.0455,0.3757,0.9846,1.263,#N/A N/A,0.1811,0.226799
17/11/1975,1.239,0.003304,2.032,0.3733,0.9844,1.261,#N/A N/A,0.1794,0.2255
18/11/1975,1.2407,0.003301,2.0355,0.375,0.9873,1.261,#N/A N/A,0.1797,0.226501
19/11/1975,1.2433,0.003299,2.0405,0.3759,0.9874,1.2585,#N/A N/A,0.1801,0.226501
20/11/1975,1.2488,0.003301,2.046,0.3773,0.9871,1.2605,#N/A N/A,0.1807,0.227801
21/11/1975,1.2435,0.003299,2.0415,0.3751,0.9874,1.2615,#N/A N/A,0.1805,0.227299
24/11/1975,1.2429,0.003301,2.0375,0.3752,0.9884,1.2595,#N/A N/A,0.1808,0.227402
25/11/1975,1.2441,0.003299,2.0373,0.3756,0.9879,1.2595,#N/A N/A,0.1812,0.227801
26/11/1975,1.2393,0.003298,2.032,0.3744,0.9883,1.259,#N/A N/A,0.1807,0.2275
27/11/1975,1.2375,0.003298,2.032,0.3744,0.9883,#N/A N/A,#N/A N/A,0.1807,0.2275
28/11/1975,1.2346,0.003299,2.02,0.3736,0.9893,1.257,#N/A N/A,0.1798,0.226101
01/12/1975,1.2367,0.003285,2.021,0.375,0.989,1.256,#N/A N/A,0.1803,0.226901
02/12/1975,1.239,0.003285,2.02,0.3759,0.9864,1.2545,#N/A N/A,0.1806,0.227102
03/12/1975,1.2381,0.003278,2.024,0.3769,0.9875,1.2545,#N/A N/A,0.1805,0.226901
04/12/1975,1.2392,0.003279,2.029,0.3784,0.9884,1.2551,#N/A N/A,0.1805,0.226901
05/12/1975,1.2376,0.00326,2.0235,0.3789,0.989,1.2558,#N/A N/A,0.1801,0.226598
08/12/1975,1.2375,0.003259,2.023,0.3815,0.9885,1.2531,#N/A N/A,0.1801,0.226701
09/12/1975,1.2341,0.003266,2.0225,0.3796,0.988,1.253,#N/A N/A,0.1798,0.226398
10/12/1975,1.2349,0.003267,2.023,0.3797,0.9875,1.253,#N/A N/A,0.1797,0.226598
11/12/1975,1.2346,0.003269,2.022,0.3791,0.9864,1.253,#N/A N/A,0.1796,0.226398
12/12/1975,1.2329,0.003269,2.0185,0.3789,0.983,1.2525,#N/A N/A,0.1793,0.226398
15/12/1975,1.23,0.003268,2.017,0.3789,0.985,1.252,#N/A N/A,0.1792,0.225999
16/12/1975,1.2311,0.003273,2.0185,0.3796,0.9863,1.2518,#N/A N/A,0.1793,0.226198
17/12/1975,1.2331,0.003272,2.0218,0.3805,0.9864,1.2525,#N/A N/A,0.1796,0.226701
18/12/1975,1.2355,0.003272,2.0218,0.3809,0.9865,1.2537,#N/A N/A,0.18,0.226799
19/12/1975,1.2366,0.003267,2.0214,0.3808,0.9841,1.2536,#N/A N/A,0.1798,0.226799
22/12/1975,1.2375,0.003267,2.0213,0.3811,0.9852,1.2537,#N/A N/A,0.1799,0.226901
23/12/1975,1.2389,0.003268,2.0215,0.3818,0.9862,1.2538,#N/A N/A,0.18,0.227402
24/12/1975,1.2404,0.003269,2.023,0.3809,0.986,1.2544,#N/A N/A,0.1803,0.227402
25/12/1975,#N/A N/A,0.003269,2.023,0.3809,0.986,#N/A N/A,#N/A N/A,0.1803,0.227402
26/12/1975,#N/A N/A,0.003269,2.023,0.3809,0.986,1.2545,#N/A N/A,0.1803,0.227299
29/12/1975,1.2355,0.003276,2.0225,0.3813,0.9848,1.2542,#N/A N/A,0.1801,0.227599
30/12/1975,1.2352,0.003278,2.0235,0.3813,0.9842,1.2545,#N/A N/A,0.1792,0.227299
31/12/1975,1.2356,0.003277,2.0235,0.3815,0.9835,1.2545,#N/A N/A,0.1791,0.2275
01/01/1976,#N/A N/A,0.003277,2.0235,0.3815,0.9835,#N/A N/A,#N/A N/A,0.1791,0.2275
02/01/1976,1.2356,0.003278,2.0245,0.382,0.9837,1.2545,#N/A N/A,0.1795,0.2272
05/01/1976,1.2426,0.003277,2.0325,0.386,0.9852,1.255,#N/A N/A,0.1803,0.228901
06/01/1976,1.243,0.003278,2.0325,0.3855,0.9871,1.257,#N/A N/A,0.1802,0.228201
07/01/1976,1.2438,0.003276,2.0345,0.3848,0.9877,1.2575,#N/A N/A,0.1804,0.2294
08/01/1976,1.243,0.003272,2.034,0.3845,0.9875,1.2575,#N/A N/A,0.18,0.2292
09/01/1976,1.2407,0.003268,2.0305,0.3836,0.9862,1.256,#N/A N/A,0.1795,0.2283
12/01/1976,1.2404,0.003277,2.031,0.3838,0.9881,1.2555,#N/A N/A,0.1799,0.228201
13/01/1976,1.2378,0.003276,2.025,0.3836,0.991,1.2565,#N/A N/A,0.1798,0.2275
14/01/1976,1.2402,0.003275,2.027,0.3845,0.9931,1.2555,#N/A N/A,0.18,0.228102
15/01/1976,1.2398,0.003276,2.0275,0.3844,0.9976,1.2565,#N/A N/A,0.18,0.228201
16/01/1976,1.2387,0.003276,2.0295,0.3845,0.9936,1.2565,#N/A N/A,0.1802,0.228399
19/01/1976,1.2392,0.003288,2.0325,0.3843,0.9942,1.2568,#N/A N/A,0.18,0.228399
20/01/1976,1.237,0.003291,2.0305,0.384,0.9975,1.2577,#N/A N/A,0.1799,0.2283
21/01/1976,1.2293,0.003285,2.0235,0.3831,0.9967,1.258,#N/A N/A,0.1797,0.227899
22/01/1976,1.2231,0.003288,2.023,0.384,0.9981,1.255,#N/A N/A,0.1794,0.228498
23/01/1976,1.2252,0.003289,2.023,0.3839,0.9993,1.2547,#N/A N/A,0.1799,0.228399
